id,RecordType.Name,RICE_Supported__c,Lead_Faculty__c,Lead_School__c,Parent_Opportunity__c,Industry,Industry_Sub_Type__c,Business_Type__c,Is_External__c,ParentId,tasks_events,CreatedYear,CreatedMonth,days,RN,f_won_before,RecordType.Name_cat,RICE_Supported__c_cat,Lead_Faculty__c_cat,Lead_School__c_cat,Industry_cat,Industry_Sub_Type__c_cat,Business_Type__c_cat
4284,Research Contract,RIC RE&D and BD&I,0012e000002ZLgJAAW,0012e000002Zt0YAAS,0,Services,Financial & Insurance,Large Australian Corporate,1,0,0,2017,3,77,1,0,9,1,4,26,14,17,4
1173,Research Contract,RIC RE&D and BD&I,0012e000002ZmnxAAC,0012e000002YmMXAA0,0,Agriculture & Horticulture,Agriculture & Horticulture,Not for profit,1,0,0,2016,12,477,4,0,9,1,8,4,1,2,6
573,Technology Transfer,RIC-BD&I,0012e000002ZGfbAAG,0012e000002Zt10AAC,0,Health,Pharmaceuticals,SME (small to medium enterprise),1,0,0,2017,6,857,16,0,11,2,1,36,8,26,9
671,Research Contract,RIC-BD&I,0012e000002ZLg7AAG,NotGiven,0,Services,Financial & Insurance,Multinational / Other Large Corporate,1,0,0,2018,6,399,1,0,9,2,2,46,14,17,5
2396,Research Contract,RIC-BD&I,0012e000002ZLg7AAG,0012e000002Z3pPAAS,0,Mining Equipment and Technology Services,Mining Equipment and Technology Services,SME (small to medium enterprise),1,0,0,2018,5,374,1,0,9,2,2,14,12,25,9
4726,Grants,RIC-BD&I,0012e000002ZmOZAA0,0012e000002ZLgBAAW,0,Services,Community,Government: Australia: Local & State,1,0,0,2019,6,94,22,1,4,2,7,22,14,7,2
5406,Custom Education (MSPACE Included),RIC-BD&I,0012e000002ZmnzAAC,0012e000002Z3p1AAC,0,Services,Education,University,1,0,0,2020,7,0,279,1,3,2,9,13,14,12,10
2282,Custom Education (MSPACE Included),RIC RE&D and BD&I,0012e000002ZLg7AAG,0012e000002Z3pPAAS,0,Health,Health Care & Healthy Aging,Government: Australia: Local & State,1,1,0,2018,6,0,3,1,3,1,2,14,8,21,2
600,Research Contract,RIC RE&D and BD&I,0012e000002ZmnzAAC,NotGiven,0,Agriculture & Horticulture,Agriculture & Horticulture,Large Australian Corporate,1,0,0,2016,8,124,2,0,9,1,9,46,1,2,4
819,Research Contract,RIC RE&D and BD&I,NotGiven,NotGiven,0,Services,Education,Government: Australia: Local & State,1,0,0,2018,3,34,1,0,9,1,15,46,14,12,2
2330,Technology Transfer,RIC RE&D and BD&I,0012e000002ZmnxAAC,0012e000002Z4JyAAK,1,Health,Health Care & Healthy Aging,Not for profit,1,0,0,2018,7,0,2,0,11,1,8,16,8,21,6
4024,Research Contract,RIC RE&D and BD&I,0012e000002Zmo0AAC,NotGiven,0,Services,Education,Government: Australia: Local & State,1,0,0,2016,6,49,1,0,9,1,10,46,14,12,2
1178,Research Contract,RIC-BD&I,0012e000002ZmnxAAC,0012e000002Z4JyAAK,0,Defence,Defence,SME (small to medium enterprise),1,0,1,2018,12,436,2,0,9,2,8,16,4,10,9
1900,Research Contract,RIC RE&D and BD&I,0012e000002Zmo0AAC,NotGiven,0,Services,Education,Government: Australia: Local & State,1,0,0,2017,4,86,3,1,9,1,10,46,14,12,2
5216,Grants,RIC-RE&D,0012e000002ZGfbAAG,0012e000002Zt20AAC,1,Health,Health Care & Healthy Aging,Government: Australia: Federal,1,0,0,2020,4,65,145,1,4,3,1,41,8,21,1
409,Research Contract,RIC RE&D and BD&I,NotGiven,NotGiven,0,Agriculture & Horticulture,Agriculture & Horticulture,Government: Australia: Federal,1,0,0,2018,10,74,3,1,9,1,15,46,1,2,1
3310,Research Contract,RIC RE&D and BD&I,0012e000002ZGfbAAG,0012e000002Zt10AAC,0,Health,Pharmaceuticals,Multinational / Other Large Corporate,1,0,0,2018,1,158,2,0,9,1,1,36,8,26,5
3766,Research Contract,RIC-BD&I,0012e000002ZGfbAAG,0012e000002Zt0mAAC,0,Services,Education,Not for profit,1,0,0,2018,9,146,1,0,9,2,1,33,14,12,6
738,Grants,RIC-RE&D,0012e000002ZLg7AAG,NotGiven,1,Public Administration,Public Administration,Government: Australia: Federal,1,1,0,2019,5,451,24,1,4,3,2,46,13,27,1
2136,Custom Education (MSPACE Included),RIC RE&D and BD&I,0012e000002ZmOZAA0,0012e000002ZLgBAAW,0,Services,Education,Not for profit,1,0,0,2016,10,91,1,0,3,1,7,22,14,12,6
703,Custom Education (MSPACE Included),RIC RE&D and BD&I,0012e000002ZGfbAAG,0012e000002Zt1FAAS,0,Services,Education,University,1,0,0,2016,10,0,108,1,3,1,1,37,14,12,10
2033,Technology Transfer,RIC-BD&I,0012e000002ZmnxAAC,0012e000002Z4JyAAK,0,Health,Biotechnology (non-Pharma),Multinational / Other Large Corporate,1,1,0,2017,9,571,1,0,11,2,8,16,8,5,5
4674,Grants,RIC-RE&D,0012e000002ZGfbAAG,0012e000002Zt0mAAC,1,Health,Health Care & Healthy Aging,Government: Australia: Federal,1,0,0,2019,3,0,88,1,4,3,1,33,8,21,1
4560,Grants,RIC RE&D and BD&I,0012e000002ZGfbAAG,0012e000002Zt0mAAC,1,Health,Health Care & Healthy Aging,Government: Australia: Federal,1,0,0,2018,12,0,28,1,4,1,1,33,8,21,1
3200,Research Contract,RIC-BD&I,0012e000002Zmo0AAC,NotGiven,0,Services,Education,Not for profit,1,0,0,2019,11,116,3,1,9,2,10,46,14,12,6
508,Custom Education (MSPACE Included),RIC RE&D and BD&I,0012e000002ZLg7AAG,0012e000002Zt0cAAC,0,Services,Education,University,1,0,0,2016,12,531,159,1,3,1,2,29,14,12,10
4135,Research Contract,RIC RE&D and BD&I,0012e000002ZGfbAAG,0012e000002Zt1FAAS,0,Health,Health Care & Healthy Aging,Government: Australia: Local & State,1,0,0,2016,11,119,2,0,9,1,1,37,8,21,2
4689,Custom Education (MSPACE Included),RIC-BD&I,0012e000002ZmOZAA0,0012e000002Z51eAAC,0,Services,Education,University,1,0,0,2019,10,57,267,1,3,2,7,19,14,12,10
354,Research Contract,RIC RE&D and BD&I,NotGiven,NotGiven,0,Services,Environmental,Government: Australia: Federal,1,0,0,2018,7,139,4,0,9,1,15,46,14,16,1
3173,Grants,RIC RE&D and BD&I,0012e000002ZLg7AAG,0012e000002Zt0cAAC,0,Manufacturing & R&D,"Automobiles, Heavy Vehicles & Industrial Machinery",CRC (Co-operative Research Centre),1,0,0,2016,8,403,1,0,4,1,2,29,9,4,0
401,Research Contract,Not supported,NotGiven,NotGiven,0,Services,Community,Government: Australia: Local & State,1,0,0,2018,1,125,1,0,9,0,15,46,14,7,2
4396,Custom Education (MSPACE Included),RIC RE&D and BD&I,0012e000002ZNYOAA4,0012e000002YmNRAA0,0,Public Administration,Public Administration,Government: International,1,0,0,2016,5,161,1,0,3,1,5,5,13,27,3
939,Research Contract,RIC-BD&I,0012e000002ZNYOAA4,0012e000002Z4oNAAS,0,Public Administration,Public Administration,Not for profit,1,0,0,2019,7,173,1,0,9,2,5,17,13,27,6
3065,Research Contract,RIC RE&D and BD&I,0012e000002ZLg7AAG,NotGiven,0,Defence,Defence,Government: Australia: Federal,1,0,0,2018,1,1,110,1,9,1,2,46,4,10,1
4482,Research Contract,RIC RE&D and BD&I,0012e000002Zmo0AAC,NotGiven,0,Services,Community,Government: Australia: Local & State,1,0,0,2016,11,83,1,0,9,1,10,46,14,7,2
3346,Research Contract,RIC RE&D and BD&I,0012e000002ZmnzAAC,0012e000002YnERAA0,0,Public Administration,Public Administration,Government: Australia: Local & State,1,0,0,2016,1,204,1,0,9,1,9,7,13,27,2
1978,Custom Education (MSPACE Included),RIC RE&D and BD&I,0012e000002ZmOZAA0,0012e000002ZLgBAAW,0,Services,Education,University,1,0,0,2016,10,0,136,1,3,1,7,22,14,12,10
2146,Research Contract,RIC-BD&I,0012e000002ZNYOAA4,0012e000002Z4IxAAK,0,Public Administration,Public Administration,Not for profit,1,0,0,2019,6,234,1,0,9,2,5,15,13,27,6
608,Consultancy (Non-research),RIC RE&D and BD&I,0012e000002ZmnzAAC,0012e000002Z3p1AAC,0,Veterinary,Veterinary,Large Australian Corporate,1,0,0,2016,8,756,2,0,2,1,9,13,19,34,4
545,Research Contract,RIC RE&D and BD&I,0012e000002ZmnzAAC,0012e000002YnERAA0,0,Energy & Utilities,Energy & Utilities,Multinational / Other Large Corporate,1,0,0,2016,5,155,2,0,9,1,9,7,6,13,5
4812,Consultancy (Non-research),RIC-BD&I,NotGiven,NotGiven,0,Services,Education,Government: Australia: Local & State,1,1,0,2019,12,116,165,1,2,2,15,46,14,12,2
4772,Research Contract,RIC-BD&I,NotGiven,NotGiven,0,Defence,Defence,Government: Australia: Federal,1,0,0,2019,11,199,211,1,9,2,15,46,4,10,1
5246,Custom Education (MSPACE Included),RIC-BD&I,0012e000002ZLgJAAW,0012e000002YoYUAA0,0,Public Administration,Public Administration,Government: Australia: Local & State,1,0,0,2020,4,93,2,1,3,2,4,11,13,27,2
3025,Research Contract,RIC RE&D and BD&I,0012e000002ZLg7AAG,0012e000002Zt0cAAC,0,Defence,Defence,Multinational / Other Large Corporate,1,1,0,2017,7,116,3,1,9,1,2,29,4,10,5
2193,Research Contract,RIC RE&D and BD&I,0012e000002ZLgIAAW,NotGiven,0,Transportation & Logistics,Transportation & Logistics,Government: Australia: Local & State,1,0,0,2018,10,1,10,1,9,1,3,46,17,32,2
3258,Custom Education (MSPACE Included),RIC RE&D and BD&I,0012e000002ZGfbAAG,0012e000002Zt0mAAC,0,Services,Education,University,1,0,0,2016,7,0,46,1,3,1,1,33,14,12,10
4358,Consultancy (Non-research),RIC RE&D and BD&I,0012e000002Zt1RAAS,NotGiven,0,Public Administration,Public Administration,Government: Australia: Federal,1,0,0,2018,6,0,2,1,2,1,12,46,13,27,1
3191,Research Contract,RIC RE&D and BD&I,0012e000002ZLg7AAG,0012e000002Zt0cAAC,0,Energy & Utilities,Energy & Utilities,SME (small to medium enterprise),1,0,0,2017,10,23,1,0,9,1,2,29,6,13,9
835,Panel,RIC RE&D and BD&I,NotGiven,NotGiven,0,Public Administration,Public Administration,Government: Australia: Local & State,1,0,0,2018,12,8,1,0,6,1,15,46,13,27,2
1159,Research Contract,RIC RE&D and BD&I,0012e000002ZLg7AAG,0012e000002Zt0cAAC,0,Manufacturing & R&D,"Automobiles, Heavy Vehicles & Industrial Machinery",Not for profit,1,0,0,2017,9,459,1,0,9,1,2,29,9,4,6
1074,Research Contract,RIC RE&D and BD&I,0012e000002ZLg7AAG,NotGiven,0,Defence,Defence,Government: Australia: Federal,1,0,0,2017,4,118,2,0,9,1,2,46,4,10,1
3154,Consultancy (Non-research),RIC RE&D and BD&I,0012e000002ZLg7AAG,0012e000002Zt0cAAC,0,Construction & Construction Materials,Construction & Construction Materials,SME (small to medium enterprise),1,0,0,2018,5,7,1,0,2,1,2,29,3,8,9
1578,Research Contract,RIC-BD&I,0012e000002ZLgIAAW,NotGiven,0,Construction & Construction Materials,Construction & Construction Materials,Multinational / Other Large Corporate,1,1,0,2018,10,104,5,1,9,2,3,46,3,8,5
1562,Research Contract,RIC-BD&I,0012e000002ZLgIAAW,NotGiven,0,Services,Community,Not for profit,1,0,0,2019,7,90,1,0,9,2,3,46,14,7,6
3400,Consultancy (Non-research),RIC RE&D and BD&I,0012e000002ZGfbAAG,0012e000002Zt0hAAC,0,Health,Health Care & Healthy Aging,Government: Australia: Federal,1,0,0,2018,1,52,14,1,2,1,1,31,8,21,1
605,Technology Transfer,RIC-BD&I,0012e000002ZGfbAAG,0012e000002Zt10AAC,0,Health,Pharmaceuticals,Multinational / Other Large Corporate,1,0,0,2017,11,711,5,1,11,2,1,36,8,26,5
4913,Custom Education (MSPACE Included),RIC-BD&I,0012e000002ZLgJAAW,0012e000002YoYUAA0,0,Services,Education,University,1,0,1,2020,1,24,24,1,3,2,4,11,14,12,10
3429,Research Contract,RIC RE&D and BD&I,0012e000002ZmnzAAC,NotGiven,0,Services,"Retail, Travel, Hospitality & Leisure",SME (small to medium enterprise),1,0,0,2016,3,145,1,0,9,1,9,46,14,29,9
4760,Panel,RIC-RE&D,0012e000002ZLgJAAW,0012e000002Zt0YAAS,0,Health,Health Care & Healthy Aging,Government: Australia: Federal,1,0,0,2019,11,24,47,1,6,3,4,26,8,21,1
4439,Custom Education (MSPACE Included),RIC RE&D and BD&I,0012e000002ZNYOAA4,0012e000002YmNRAA0,0,Public Administration,Public Administration,Government: Australia: Local & State,1,0,0,2017,7,34,7,1,3,1,5,5,13,27,2
3522,Research Contract,RIC RE&D and BD&I,0012e000002ZmnxAAC,0012e000002YmVtAAK,0,Agriculture & Horticulture,Agriculture & Horticulture,SME (small to medium enterprise),1,0,0,2016,7,46,1,0,9,1,8,6,1,2,9
3782,Technology Transfer,RIC-BD&I,0012e000002ZGfbAAG,0012e000002Zt10AAC,0,Health,Pharmaceuticals,SME (small to medium enterprise),1,0,1,2019,2,236,27,1,11,2,1,36,8,26,9
579,Research Contract,RIC RE&D and BD&I,0012e000002ZmnzAAC,0012e000002YnERAA0,0,Manufacturing & R&D,Food & Beverage,Multinational / Other Large Corporate,1,0,0,2016,9,764,1,0,9,1,9,7,9,18,5
739,Custom Education (MSPACE Included),RIC RE&D and BD&I,0012e000002ZmOZAA0,0012e000002ZLgBAAW,0,Services,Education,University,1,0,0,2016,9,529,90,1,3,1,7,22,14,12,10
4399,Consultancy (Non-research),RIC RE&D and BD&I,0012e000002ZmnxAAC,0012e000002Ym9QAAS,0,Services,Community,Government: Australia: Local & State,1,0,0,2017,8,15,1,0,2,1,8,2,14,7,2
1751,Custom Education (MSPACE Included),RIC RE&D and BD&I,0012e000002Zmo0AAC,NotGiven,0,Services,Education,Government: Australia: Local & State,1,1,0,2017,9,21,57,1,3,1,10,46,14,12,2
4012,Research Contract,RIC-BD&I,0012e000002Zmo0AAC,NotGiven,0,Services,Education,Government: Australia: Local & State,1,1,0,2019,8,33,147,1,9,2,10,46,14,12,2
2223,Research Contract,RIC-BD&I,0012e000002ZmnxAAC,0012e000002YmVtAAK,0,Services,Environmental,Government: Australia: Local & State,1,0,0,2019,5,82,2,0,9,2,8,6,14,16,2
4870,Parent Grant,RIC-BD&I,NotGiven,NotGiven,0,Public Administration,Public Administration,Government: Australia: Federal,1,1,0,2020,1,24,54,1,7,2,15,46,13,27,1
1847,Consultancy (Non-research),RIC-BD&I,0012e000002Zmo0AAC,NotGiven,0,Services,Engineering and Scientific,Not for profit,1,0,0,2019,4,15,5,0,2,2,10,46,14,14,6
2440,Research Contract,RIC-BD&I,0012e000002ZLg7AAG,0012e000002Zt0bAAC,0,Health,Biotechnology (non-Pharma),SME (small to medium enterprise),1,0,0,2018,9,141,2,1,9,2,2,28,8,5,9
3544,Research Contract,RIC RE&D and BD&I,0012e000002ZGfbAAG,0012e000002Zt1FAAS,0,Education,Education,Not for profit,0,1,0,2017,7,93,2,0,9,1,1,37,5,12,6
3757,Research Contract,RIC RE&D and BD&I,0012e000002ZGfbAAG,NotGiven,0,Services,Education,University,1,0,0,2017,11,349,1,0,9,1,1,46,14,12,10
1830,Grants,Not supported,NotGiven,NotGiven,0,Health,Biotechnology (non-Pharma),Multinational / Other Large Corporate,1,0,0,2018,7,471,1,0,4,0,15,46,8,5,5
2850,Research Contract,RIC-BD&I,NotGiven,NotGiven,0,Services,Engineering and Scientific,Not for profit,1,0,0,2019,10,0,1,0,9,2,15,46,14,14,6
2223,Research Contract,RIC-BD&I,0012e000002ZmnxAAC,0012e000002YmVtAAK,0,Services,Environmental,Government: Australia: Local & State,1,0,0,2019,5,82,2,0,9,2,8,6,14,16,2
3965,Consultancy (Non-research),RIC RE&D and BD&I,0012e000002Zmo0AAC,NotGiven,0,Services,Education,Government: Australia: Local & State,1,1,0,2017,5,52,46,1,2,1,10,46,14,12,2
3230,Research Contract,RIC RE&D and BD&I,0012e000002ZGfbAAG,0012e000002Zt0mAAC,0,Health,Biotechnology (non-Pharma),Large Australian Corporate,1,0,0,2016,5,339,11,1,9,1,1,33,8,5,4
4510,Custom Education (MSPACE Included),RIC RE&D and BD&I,0012e000002ZNYOAA4,0012e000002YlvyAAC,0,Public Administration,Public Administration,Government: Australia: Local & State,1,0,0,2016,10,566,1,0,3,1,5,1,13,27,2
3437,Research Contract,RIC-BD&I,0012e000002ZGfbAAG,0012e000002Zt10AAC,0,Health,Pharmaceuticals,Multinational / Other Large Corporate,1,1,0,2018,11,115,2,0,9,2,1,36,8,26,5
5310,Consultancy (Non-research),RIC-BD&I,0012e000002ZmnxAAC,0012e000002Zt1PAAS,0,Services,Environmental,Government: Australia: Local & State,1,0,0,2020,6,8,7,1,2,2,8,39,14,16,2
4850,Research Contract,RIC-BD&I,0012e000002ZmnxAAC,0012e000002YmMXAA0,0,Agriculture & Horticulture,Agriculture & Horticulture,Government: Australia: Local & State,1,1,1,2019,12,88,5,1,9,2,8,4,1,2,2
847,Research Contract,RIC RE&D and BD&I,NotGiven,NotGiven,0,Health,Health Care & Healthy Aging,Government: Australia: Local & State,1,0,0,2018,11,19,10,0,9,1,15,46,8,21,2
1061,Research Contract,RIC RE&D and BD&I,0012e000002ZLg7AAG,0012e000002Zt0cAAC,0,Defence,Defence,Government: Australia: Federal,1,0,0,2018,3,1,118,1,9,1,2,29,4,10,1
2308,Custom Education (MSPACE Included),RIC-BD&I,0012e000002ZLg7AAG,0012e000002Zt0cAAC,0,Public Administration,Public Administration,Government: Australia: Local & State,1,0,0,2019,6,213,7,1,3,2,2,29,13,27,2
1885,Custom Education (MSPACE Included),RIC-BD&I,0012e000002Zmo0AAC,NotGiven,0,Services,Education,SME (small to medium enterprise),1,0,0,2018,9,154,1,0,3,2,10,46,14,12,9
3542,Technology Transfer,RIC RE&D and BD&I,0012e000002ZGfbAAG,0012e000002Zt0mAAC,1,Health,Diagnostics,SME (small to medium enterprise),1,0,0,2017,10,65,5,1,11,1,1,33,8,11,9
3849,Consultancy (Non-research),RIC RE&D and BD&I,0012e000002Zmo0AAC,NotGiven,0,Services,Education,Not for profit,1,0,0,2016,8,28,1,0,2,1,10,46,14,12,6
3764,Grants,RIC RE&D and BD&I,0012e000002ZGfbAAG,0012e000002Zt0mAAC,1,Health,Health Care & Healthy Aging,Government: Australia: Federal,1,0,0,2019,1,126,53,1,4,1,1,33,8,21,1
3152,Research Contract,RIC-BD&I,0012e000002ZLg7AAG,0012e000002Zt0cAAC,0,Mining & Refining,Mining & Refining,Multinational / Other Large Corporate,1,0,0,2019,6,82,1,0,9,2,2,29,11,24,5
1695,Custom Education (MSPACE Included),RIC RE&D and BD&I,0012e000002Zmo0AAC,NotGiven,0,Services,Education,Government: Australia: Local & State,1,1,0,2018,4,46,80,1,3,1,10,46,14,12,2
2637,Co-Location,RIC-RE&D,NotGiven,NotGiven,0,Health,Biotechnology (non-Pharma),Multinational / Other Large Corporate,1,0,0,2019,3,92,2,1,0,3,15,46,8,5,5
132,Custom Education (MSPACE Included),RIC-BD&I,0012e000002ZGfbAAG,0012e000002Zt1FAAS,0,Education,Education,Not for profit,0,1,0,2017,9,889,2,0,3,2,1,37,5,12,6
3645,Consultancy (Non-research),RIC-BD&I,0012e000002Zmo0AAC,NotGiven,0,Services,Education,SME (small to medium enterprise),1,0,0,2019,6,67,1,0,2,2,10,46,14,12,9
1761,Research Contract,RIC-BD&I,0012e000002Zmo0AAC,NotGiven,0,Services,Education,Government: Australia: Local & State,1,1,0,2019,6,10,145,1,9,2,10,46,14,12,2
5046,Grants,RIC-RE&D,0012e000002ZGfbAAG,0012e000002Zt21AAC,1,Health,Health Care & Healthy Aging,Government: Australia: Federal,1,0,0,2020,2,5,137,1,4,3,1,42,8,21,1
5140,Custom Education (MSPACE Included),RIC-BD&I,0012e000002ZmnzAAC,0012e000002YnERAA0,0,Agriculture & Horticulture,Agriculture & Horticulture,Not for profit,1,0,0,2020,3,31,4,1,3,2,9,7,1,2,6
2092,Research Contract,RIC-BD&I,0012e000002ZLgIAAW,NotGiven,0,Services,Community,Government: Australia: Local & State,1,0,0,2019,10,114,24,1,9,2,3,46,14,7,2
2091,Custom Education (MSPACE Included),Not supported,0012e000002ZLgIAAW,NotGiven,0,Construction & Construction Materials,Construction & Construction Materials,Not for profit,1,0,1,2019,3,204,1,0,3,0,3,46,3,8,6
567,Consultancy (Non-research),RIC RE&D and BD&I,0012e000002ZmnzAAC,0012e000002Z3p1AAC,0,Health,Health Care & Healthy Aging,Not for profit,1,0,0,2016,8,124,2,0,2,1,9,13,8,21,6
5138,Research Contract,RIC-BD&I,0012e000002ZLg7AAG,0012e000002Zt0cAAC,0,Energy & Utilities,Energy & Utilities,Government: Australia: Local & State,1,0,0,2020,3,112,3,0,9,2,2,29,6,13,2
181,Research Contract,RIC RE&D and BD&I,0012e000002ZLgJAAW,0012e000002YoYUAA0,0,Services,Community,Government: Australia: Local & State,1,0,0,2017,3,289,2,0,9,1,4,11,14,7,2
2781,Research Contract,RIC-BD&I,0012e000002Zt1RAAS,NotGiven,0,Construction & Construction Materials,Construction & Construction Materials,Not for profit,1,0,0,2019,4,157,1,0,9,2,12,46,3,8,6
3373,Consultancy (Non-research),RIC RE&D and BD&I,0012e000002ZmnzAAC,0012e000002Z3p1AAC,0,Agriculture & Horticulture,Agriculture & Horticulture,SME (small to medium enterprise),1,0,0,2018,9,27,2,0,2,1,9,13,1,2,9
3418,Grants,RIC-BD&I,0012e000002ZGfbAAG,0012e000002Zt10AAC,0,Health,Pharmaceuticals,Not for profit,1,0,0,2019,3,9,1,0,4,2,1,36,8,26,6
1673,Research Contract,RIC-BD&I,0012e000002ZmnxAAC,0012e000002YoY7AAK,0,Manufacturing & R&D,Aerospace,Multinational / Other Large Corporate,1,0,0,2019,4,72,2,0,9,2,8,10,9,1,5
5324,Custom Education (MSPACE Included),RIC-BD&I,0012e000002Zmo0AAC,NotGiven,0,Services,Education,University,1,0,0,2020,6,39,29,1,3,2,10,46,14,12,10
4886,Research Contract,Not supported,0012e000002ZLgJAAW,0012e000002Zt0YAAS,0,Public Administration,Public Administration,Government: Australia: Federal,1,0,0,2020,1,0,3,1,9,0,4,26,13,27,1
4572,Grants,RIC RE&D and BD&I,0012e000002ZGfbAAG,0012e000002Zt0mAAC,1,Health,Health Care & Healthy Aging,Government: Australia: Federal,1,0,0,2019,1,0,36,1,4,1,1,33,8,21,1
2455,Research Contract,RIC RE&D and BD&I,0012e000002ZmnzAAC,NotGiven,0,Health,Pharmaceuticals,Multinational / Other Large Corporate,1,0,0,2016,10,212,15,1,9,1,9,46,8,26,5
5161,Research Contract,RIC-BD&I,0012e000002ZLg7AAG,0012e000002Z3pPAAS,0,Services,Education,University,1,0,0,2020,4,100,3,1,9,2,2,14,14,12,10
2934,Technology Transfer,RIC RE&D and BD&I,0012e000002Zmo0AAC,NotGiven,0,Services,Education,Government: Australia: Local & State,1,0,0,2017,7,68,1,0,11,1,10,46,14,12,2
4948,Research Contract,RIC-BD&I,0012e000002ZLg7AAG,0012e000002Zt0cAAC,0,Energy & Utilities,Energy & Utilities,Multinational / Other Large Corporate,1,0,0,2020,1,153,1,0,9,2,2,29,6,13,5
4866,Grants,RIC-BD&I,0012e000002ZmnzAAC,0012e000002YnERAA0,1,Public Administration,Public Administration,Government: Australia: Federal,1,0,0,2020,1,148,52,1,4,2,9,7,13,27,1
1978,Custom Education (MSPACE Included),RIC RE&D and BD&I,0012e000002ZmOZAA0,0012e000002ZLgBAAW,0,Services,Education,University,1,0,0,2016,10,0,136,1,3,1,7,22,14,12,10
3071,Research Contract,RIC RE&D and BD&I,0012e000002ZLg7AAG,0012e000002Zt0cAAC,0,Defence,Defence,Government: Australia: Federal,1,0,0,2018,3,40,122,1,9,1,2,29,4,10,1
406,Research Contract,Not supported,NotGiven,NotGiven,0,Public Administration,Public Administration,Government: International,1,0,0,2018,3,60,1,0,9,0,15,46,13,27,3
4536,Grants,RIC RE&D and BD&I,0012e000002ZGfbAAG,0012e000002Zt0mAAC,1,Health,Biotechnology (non-Pharma),PFRO (Publicly-Funded Research Organisation),1,0,0,2019,3,0,11,1,4,1,1,33,8,5,7
3242,Research Contract,RIC-BD&I,0012e000002ZGfbAAG,0012e000002Zt0mAAC,0,Health,Biotechnology (non-Pharma),Large Australian Corporate,1,0,0,2019,10,82,28,1,9,2,1,33,8,5,4
1680,Research Contract,RIC-BD&I,0012e000002Zmo0AAC,NotGiven,0,Services,Education,Government: Australia: Local & State,1,1,0,2019,2,53,117,1,9,2,10,46,14,12,2
493,Research Contract,RIC-BD&I,NotGiven,NotGiven,0,Services,Education,Not for profit,1,0,0,2019,8,0,9,1,9,2,15,46,14,12,6
3517,Custom Education (MSPACE Included),RIC-BD&I,0012e000002ZmnzAAC,0012e000002Z3p1AAC,0,Agriculture & Horticulture,Agriculture & Horticulture,Not for profit,1,0,0,2019,3,14,1,0,3,2,9,13,1,2,6
4215,Research Contract,RIC RE&D and BD&I,0012e000002ZLg7AAG,0012e000002Zt0bAAC,0,Technology: IT & Telephone Services,Technology: IT & Telephone Services,Multinational / Other Large Corporate,1,0,0,2017,3,79,1,0,9,1,2,28,15,30,5
